reviewerID_1,reviewerID_2,reviewText_1,reviewText_2
A1HM8XPUT6VR4V,A1HM8XPUT6VR4V,just expected arrived fresh good shape sadly ive got super power chewer bone goes fast,just expected arrived fresh good shape sadly ive got super power chewer bone goes fast
A2LGV83LSQ4XI,A2LGV83LSQ4XI,my lhasa apso terrier makes hyper i thought would help frustrates well didn actually calm gave terrible diarrhea vomiting 4 days i never buy,my lhasa apso terrier makes hyper i thought would help frustrates well didn actually calm gave terrible diarrhea vomiting week i never buy
AYRKWPOTFYLGO,AYRKWPOTFYLGO,i mini dachshund bought hoping calm plane ride i tried i booked flight didn work,i mini dachshund bought hoping calm plane ride i tried i booked flight didn work
ATRSQC2SMY29K,ATRSQC2SMY29K,good product,good product
ATRSQC2SMY29K,A3BG1BENUBEIW,good product,good product
ATRSQC2SMY29K,A1OMYEI1EQJCXV,good product,good product
ATRSQC2SMY29K,A2K5ANOCKD2V5G,good product,good product
A2MWHK07D302M1,A2MWHK07D302M1,im giving 1 star anyone looking con see i entirely sure product fluval plant stratum 167pound i mixed layered two says i 50g column tank renna xp2 canister 3 5 year old angel fish loads live plants co2 led light i using flourite decided change things bit go ada black look tank stable 5 yearsi left filter alone cleared fluorite gave really gentle rinse stuff put put carib sea top put couple driftwoods back replanted tank my fish 10 g quarantine tank day i filled tank dechlorinated started filter turned lights co2 put drops clarifying stuff one products came let tank run 67 hours get temp looked good all seemed ok a water test one without ammonia test strip looked good ph good so i put fish seemed happy ate well exploring 34new34 tank i went bed i got 7 hours later fish dead i another water test checked ammonia ammonia test time roof with fish dead i let tank run week nothing stabilized did 40 water change waited another week still stable put cheap mollies thrived i bought new baby angels good talked hobbyists many others said substrates cause ammonia spike so please take heed maybe give 24 hours reintroducing fish be sure really stablei like easy plant the plants seem well take hold well i would buy product i would wait lest 24 hours putting fish least make sure im awake watching i tell experiencing distress,im giving 1 star anyone looking con see i entirely sure product caribsea ecocomplete 20pound planted aquarium i mixed layered two says i 50g column tank renna xp2 canister 3 5 year old angel fish loads live plants co2 led light i using flourite decided change things bit go ada black look tank stable 5 yearsi left filter alone cleared fluorite gave really gentle rinse stuff put put carib sea top put couple driftwoods back replanted tank my fish 10 g quarantine tank day i filled tank dechlorinated started filter turned lights co2 put drops clarifying stuff one products came let tank run 67 hours get temp looked good all seemed ok a water test one without ammonia test strip looked good ph good so i put fish seemed happy ate well exploring 34new34 tank i went bed i got 7 hours later fish dead i another water test checked ammonia ammonia test time roof with fish dead i let tank run week nothing stabilized did 40 water change waited another week still stable put cheap mollies thrived i bought new baby angels good talked hobbyists many others said substrates cause ammonia spike so please take heed maybe give 24 hours reintroducing fish be sure really stablei like easy plant the plants seem well take hold well i would buy product i would wait lest 24 hours putting fish least make sure im awake watching i tell experiencing distress
A1AB3SEDDMS0BO,A1AB3SEDDMS0BO,i haven seen difference coat looks like eat food ill keep using seem like food i use ferrovite whatever,i haven seen difference coat looks like eat food ill keep using seem like food i use ferretone whatever
A9CQ67UGW74MP,A9CQ67UGW74MP,the dog loved tough yet bite hole squeaker he broke less 10 minsi buy,the dog loved tough ne yet bite hole squeker he broke less 10 minsi buy
A2O3OQAVVE4WB9,A2O3OQAVVE4WB9,love kong products usual puppy used chew toy durable per kong productshighly recommended strong chewersentertaining toy,love kong products usual puppy used chew toy durable per kong productshighly recommended strong chewers
AUFYGX6HQALNC,AUFYGX6HQALNC,amusing cats love play,amusing cats love play
A3CMSS365AM46L,A3CMSS365AM46L,kitten loves,kitten loves
A11ELU4UYOMZRT,A11ELU4UYOMZRT,my three pomeranians summer itcing problems due heat there skin either dry gets hot itch this shampoo made difference stop itcing problem i using product going forward i like price compared another twice much according reviews works well one job fine it smells good isn harsh,my three pomeranians summer itcing problems due heat there skin either dry gets hot itch this conditioner made difference stop itcing problem i using product going forward i like price compared another twice much according reviews works well one job fine
A3CW0ZLUO5X2B1,A3CW0ZLUO5X2B1,we recently added geriatric cat chronic digestive issues householdwithout indelicate let say sometimes solid leavings litter box aren exactly solid exactly make way litter boxwe keep supply arrayed around litter box helps reduce clean workload following one 34episodes34the large size increases chances leavebehinds end pad floor very absorbent good alternative soiling d otherwise face floor,household recently opened doors geriatric cat chronic digestive issueswithout indelicate let say sometimes solid leavings litter box aren exactly solid exactly make litter boxwe keep supply arrayed around litter box helps reduce clean workload following one episodesthe large size increases chances leavebehinds end pad floor very absorbent good alternative soiling d faced otherwise
AZIS8K2M1HYPJ,AZIS8K2M1HYPJ,your bird beat wring bell hang forage food locally sell 10 this toy 3 african greys play constantly,your bird beat wring thebell hang forage food locally sell 10 this toy 3 african greys play constantly
A12QR7VLSRYGDC,A12QR7VLSRYGDC,product adequately durable toy ball dogs enjoy soft enough injure dog gums chewing it favorite large dogs this second purchase ball toy the first purchase lasted quite began breaking apart replaced purchase,product adequately durable toy ball dogs enjoy soft enough injure dog gums chewing it favorite large dogs this second purchase ball toy the first purchase lasted quite began breaking apart replaced purchase
A1FQW858JIVOIE,AEO1L073HMSPQ,cat hates,cat hates
A1G82IKSGMI0TR,A1G82IKSGMI0TR,this great toy dog keeps active engaged good price quality product,well made great toy dogsthis great toy dog keeps active engaged good price quality product
A262AVFA6P703P,A262AVFA6P703P,nothing good gerbils almost everywhere i read watching youtube videos recommended i like continue order almost everywhere i read watching youtube videos recommended i like continue order,nothing good gerbils almost everywhere i read watching youtube videos recommended i like continue order
A3IW8OFYBIEVPB,A3IW8OFYBIEVPB,our dogs look forward brushing teeth tasty treats dogs love,our dogs look forward brushing teeth tasty treats dogs love
A2T3DVORLGZFA1,A2T3DVORLGZFA1,my 8 month old lab pup able chew one she likes minty scent,my 8 month old lab pup able chew one she loves minty scent
A2WZMBKZILC20T,A2WZMBKZILC20T,we needed containers would keep ants works perfectly mine came scoop nice,we needed containers would keep ants works perfectly mine came scoop nice
AYSHYZU4NP8OI,AYSHYZU4NP8OI,i bought kyjen pig duck i say wow are small this isn amazon kyjen error in fact mine i read description i purchased around 600 amazon give take pennies for toy small borderline expensive especially considering fact is made china the pig sound box inside deliver noise entice dog curiosity i think stand test time though even re like supervise toy play time dog,i bought kyjen duck pig i say wow are small this isn amazon kyjen error in fact mine i read description i purchased around 600 amazon give take pennies for toy small borderline expensive especially considering fact is made china the pig sound box inside deliver noise entice dog curiosity i think stand test time though even re like supervise toy play time dog
A1PEDHFTGQ9AJN,A1PEDHFTGQ9AJN,this gift person several dogs i think love they really cute look well made the seller completed portion transaction well,this gift person several dogs i think love it really cute looks well made the seller completed portion transaction well
A1PEDHFTGQ9AJN,A1PEDHFTGQ9AJN,this gift person several dogs i think love they really cute look well made the seller completed portion transaction well,these gift person several dogs i think love they really cute look well made the seller completed portion transaction well
A1PEDHFTGQ9AJN,A1PEDHFTGQ9AJN,this gift person several dogs i think love they really cute look well made the seller completed portion transaction well,this gift person several dogs i think love it really cute looks well made the seller completed portion transaction well
A1E9JA28E0X6QD,A1E9JA28E0X6QD,first background dog he rescue dog i got may 2013 after month true nature started coming i found puller like dogs he would lunge dogs bicycles i using regular collar would pull would go dogs walks he also developed habit barking i got house knew dog so even dogs barking remembered house would start barking made hard walk morning my dog 30 lbs i 200 like stronger but i knew bad habit i got easy walk hopes would keep pulling with easy harness get better pulling much would still pull times but nothing curb lunging dogs bikes it getting frustrating walking would bark apparent reason if know use collar helpful training dog pull much but expect miracles still need part train dogfast forward 3 months head halter i heard gentle leader apprehensive getting in putting gentle leader dog fuss want he would try take pawing rubbing face bushes it 5 days still getting used reward treats associates positive so work yes but sure know use watch dvd important send dog mixed signals keeping tense on first walk dog pull lunge like feeling especially lunging but first walk i could tell staying side much better i expect prevent lunging i think makes think twice i taken past houses dogs bark past would try go barking whimpers keeps walking this produce truly working wonders gentle leaderso short i would recommend easy walk gentle leader if problem hurt try see one works better dog but keep mind part still train dog these products meant tools for purpose gentle leader done wondersthe complaint gentle leader wish padding part goes snout after taking see impression makes snout removed but sure padding would render product less effective but i consider product abusive cruel it tool help understand expected walks,first background dog he rescue dog i got may 2013 after month true nature started coming i found puller like dogs he would lunge dogs bicycles i using regular collar would pull would go dogs walks he also developed habit barking i got house knew dog so even dogs barking remembered house would start barking made hard walk morning my dog 30 lbs i 200 like stronger but i knew bad habit i got easy walk hopes would keep pulling with easy harness get better pulling much would still pull times but nothing curb lunging dogs bikes it getting frustrating walking would bark apparent reason if know use collar helpful training dog pull much but expect miracles still need part train dogfast forward 3 months head halter i heard gentle leader apprehensive getting in putting gentle leader dog fuss want he would try take pawing rubbing face bushes it 5 days still getting used reward treats associates positive so work yes but sure know use watch dvd important send dog mixed signals keeping tense on first walk dog pull lunge like feeling especially lunging but first walk i could tell staying side much better i expect prevent lunging i think makes think twice i taken past houses dogs bark past would try go barking whimpers keeps walking this produce truly working wonders gentle leaderso short i would recommend easy walk gentle leader if problem hurt try see one works better dog but keep mind part still train dog these products meant tools for purpose gentle leader done wonders
A365UIAKFBBCBG,A365UIAKFBBCBG,for confused sizing dog sizing chart petsafeconsider dog weight based chart next look shape dog head snout breeds long slender heads may take smaller size dogs weight breeds wide muzzles may need slightly larger size when doubt choose next larger sizepetsafe fitting chartsize pet size sample breedspetite 5 poundschihuahua teacup toy breeds puppiessmall525 poundsbeagle sheltie shihtzumedium 2560 pounds border collie bulldog puglarge60130 pounds boxer german shepherd labrador retrieverextra large 130 poundsgreat dane newfoundland saint bernardi bought aging mother got puppy long time companion belgiun tervuren past away now getting older pulling puppy seems hard walk i decided get gentle lead since i great experience lead newfoundland young ball energy everyone complementing would take walksthis lead wonders worked like charm it almost funny see lead would every time would try pull face would turn side ends looking back couldn walk forward it would stop immediatelythe lead may take time dogs adjust goes muzzlewith newfoundland like lead face would try take walking sometimes eventually get used for may patient get if anyone wondering hurt dog no really gentle dogbest product i ever used pulling dogs stops even pullif dog squirmish i also recommend additional regular collar back holding it very loosley so the lead can do its job case slip offs sometimes happen know ok,for confused sizing dog sizing chart petsafeconsider dog weight based chart next look shape dog head snout breeds long slender heads may take smaller size dogs weight breeds wide muzzles may need slightly larger size when doubt choose next larger sizepetsafe fitting chartsize pet size sample breedspetite 5 poundschihuahua teacup toy breeds puppiessmall525 poundsbeagle sheltie shihtzumedium 2560 pounds border collie bulldog puglarge60130 pounds boxer german shepherd labrador retrieverextra large 130 poundsgreat dane newfoundland saint bernardi bought aging mother got puppy long time companion belgiun tervuren past away now getting older pulling puppy seems hard walk i decided get gentle lead since i great experience lead newfoundland young ball energy everyone complementing would take walksthis lead wonders worked like charm it almost funny see lead would every time would try pull face would turn side ends looking back couldn walk forward it would stop immediatelythe lead may take time dogs adjust goes muzzlewith newfoundland like lead face would try take walking sometimes eventually get used for may patient get if anyone wondering hurt dog no really gentle dogbest product i ever used pulling dogs stops even pullif dog squirmish i also recommend additional regular collar back holding it very loosley so the lead can do its job case slip offs sometimes happen know ok
A1PEDHFTGQ9AJN,A1PEDHFTGQ9AJN,this gift person several dogs i think love it really cute looks well made the seller completed portion transaction well,this gift person several dogs i think love it really cute looks well made the seller completed portion transaction well
A7LQTXGRMVD6R,A7LQTXGRMVD6R,this fun toy dog my dog loves carries around buy one,this fun toy dog my dog loves carries around buy one
A2DQQUEPK53ORW,A2DQQUEPK53ORW,i love give dogs toys enjoy isn easy her older sister used bite across nose keep taking any toys well sister passed i wanted teach toys great fun this toy others like trickshe initailly reluctant play i added treats toys immediately decided getting food worth trouble she plays every dayi use toys puzzle toys i hide food inside cover pull outs she great time going toy toy finding food treasures inside i considered food puzzle toys prior buying type im glad i didn these toys challenging i throw washing machine good cleaning the platypus opening bit small i found based 2 i bought ground hog tree stump righti know came idea im glad i purchased several types i said gifted family dogs christmas reports very possitive including pictures dogs playing toys you hide food inside dog enjoys pulling squeak toys my dog afraid squeak toys thanks sister now doesn mind squeak i highly recommend toys toys puzzles keep yor dog entertained for record dogs received vary breed they german shepherd rottweiler golden retriever all large sized dogs i idea much little dog would enjoy,i love give dogs toys enjoy isn easy her older sister used bite across nose keep taking any toys well sister passed i wanted teach toys great fun this toy others like trickshe initailly reluctant play i added treats toys immediately decided getting food worth trouble she plays every dayi use toys puzzle toys i hide food inside cover pull outs she great time going toy toy finding food treasures inside i considered food puzzle toys prior buying type im glad i didn these toys challenging i throw washing machine good cleaningi know came idea im glad i purchased several types i said gifted family dogs christmas reports very possitive including pictures dogs playing toys you hide food inside dog enjoys pulling squeak toys my dog afraid squeak toys thanks sister now doesn mind squeak i highly recommend toys toys puzzles keep yor dog entertained for record dogs received vary breed they german shepherd rottweiler golden retriever all large sized dogs i idea much little dog would enjoy
AQ8GYP2FLPR6N,AQ8GYP2FLPR6N,my dog loves food way healthier kibbles bits used eat great price product 34subscribe save34 program amazoncom offers ends way cheaper pet store,my dog loves food way healthier kibbles bits used eat great price product 34subscribe save34 program amazoncom offers way cheaper pet store
A12B7ZMXFI6IXY,A12B7ZMXFI6IXY,i two dogs extremely finicky eaters comes dog food even since puppies i made sure got best food available but reason wouldn eat like dogs scarf i tried kinds top brands ranging various brands innova orijen acana blue wilderness blue buffalo fromm merrick it wasn i started trying wellness wellness core dogs actually eat dog food i pleased finally found something likedmy dogs 5 4 years old respectively however years i noticed younger one often chewed paws it got worse worse time got point i take vet after visits medications vet finally came conclusion youngest pup food allergies immediately vet placed dog strict nothing fish protein diet this meant poultrybased products wheatgrain basedproducts as dog owner i tell matter pet store go petco petsmart pet supermarket finding meatbased foods without poultry somewhat difficult there aren many varieties i pleased see wellness made food exactly specifications vet instructions wellness complete health whitefish sweet potato recipe also made thewellness core ocean formula dry dog 26pound bagvarietyi moved dogs dog food despite oldest allergies it easier feed way neither complained food i alternate brand welness core ocean alternate days both absolutely love food much original wellness food i fed one chickenpoultrywellness brand i trust reviewed highly good dogs great dogs w allergies finally dog loves i love,i two dogs extremely finicky eaters comes dog food even since puppies i made sure got best food available but reason wouldn eat like dogs scarf i tried kinds top brands ranging various brands innova orijen acana blue wilderness blue buffalo fromm merrick it wasn i started trying wellness wellness core dogs actually eat dog food i pleased finally found something likedmy dogs 5 4 years old respectively however years i noticed younger one often chewed paws it got worse worse time got point i take vet after visits medications vet finally came conclusion youngest pup food allergies immediately vet placed dog strict nothing fish protein diet this meant poultrybased products wheatgrain basedproducts as dog owner i tell matter pet store go petco petsmart pet supermarket finding meatbased foods without poultry somewhat difficult there aren many varieties i pleased see wellness made food exactly specifications vet instructions thewellness complete health whitefish sweet potato recipe 30pound also made thewellness core ocean formula dry dog 26pound bagvarietyi moved dogs dog food despite oldest allergies it easier feed way neither complained food i alternate brand welness core ocean alternate days both absolutely love food much original wellness food i fed one chickenpoultrywellness brand i trust reviewed highly good dogs great dogs w allergies finally dog loves i love
A3GB2A0TL4XZXW,A3GB2A0TL4XZXW,dog loves almost anything squeaks particularly delighted kyjen line squeaky toys she squirrels birds bees she squeaker killer seem last well good price she 35 year old 20 terrier cross loves play these right size,dog loves almost anything squeaks particularly delighted kyjen line squeaky toys she squirrels birds bees she squeaker killer seem last well good price she 35 year old 20 terrier cross loves play these right size you need large size dog
A249ITZS9CJ2N2,A249ITZS9CJ2N2,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder
A249ITZS9CJ2N2,A249ITZS9CJ2N2,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder
A1RC907ZMN1A6N,A1RC907ZMN1A6N,we bought santa dogs christmas we one particular dog always invents games read drives us crazy hiding things couch computer desk etc he done since kygen hideabee toy the thing smarter dogs pick right away one dogs doesn much play toys immediately got fun come steal bees ps also like playing bees i definitely recommend toys keep dogs curious mind active occupied,we bought santa dogs christmas we one particular dog always invents games read drives us crazy hiding things couch computer desk etc he done since toys the thing smarter dogs pick right away one dogs doesn much play toys immediately got fun come steal squirrels ps also like playing babies i definitely recommend toys keep dogs curious mind active occupied
A249ITZS9CJ2N2,A249ITZS9CJ2N2,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder,great destructive puppies multiple toys destroy my puppy loves pulling small toys destroying holder
A2S380C74TYY1,A2S380C74TYY1,im sure many good reviews it complete waste money i noticed difference ever i went back 10mg zyrtec,im sure many good reviews it complete waste money i noticed difference ever i went back 10mg zyrtec i returned
A32JKI0ZQ94FQ0,A32JKI0ZQ94FQ0,we flea infestation 4 indoor cats still working infestation started i move fast get control invested capstar flea treatment pills make sure pay attention weight limits nipped problem bud cats happy i happy problem solved followed frontline plus fleas never back,we flea infestation 4 indoor cats still working infestation started i move fast get control invested pills make sure pay attention weight limits nipped problem bud cats happy i happy problem solved followed frontline plus fleas never back
AI0131QZO047J,AI0131QZO047J,dog loved birthday he loves chance havent gotten see durability yet since days floating far hasnt chewed,dog loved birthday he loves chance havent gotten see durability yet since days floating
A33O49KGQYA5DS,A33O49KGQYA5DS,this brand dog toy sturdy shredded ripped open date they perfect size,this brand dog toy sturdy shredded ripped open date they perfect size
AZ3YIBOVM6DIL,AZ3YIBOVM6DIL,not the quality i remember not good old yeowww duckyworld i looked high low yeowww bought pack persian belle came candy cane old even made though washer still adores every cat house adores old candy cane it still wonderful catnip smell attraction so i found new yeowww products i went crazy bought almost one every item online amazon day when arrived cats turned noses walked away yeowww products appear declined quality yeowww may lost punch,not good old yeowww duckyworld i looked high low yeowww bought pack persian belle came candy cane old even made though washer still adores every cat house adores old candy cane it still wonderful catnip smell attraction so i found new yeowww products i went crazy bought almost one every item online amazon day when arrived cats turned noses walked away the balls i bought got little attention rolled lasted 2 minutes yeowww products appear declined quality yeowww may lost punch
A1LPTSTVZJ21PD,A1LPTSTVZJ21PD,we thirteenyear old dogs become 34tired34 tricks once grab 34treat jar34 change minds begin 34performing34,we two thirteenyear old dogs become 34tired34 tricks once grab 34treat jar34 change minds begin 34performing34
A2SN1C0KVT7K4K,A2SN1C0KVT7K4K,i buy different types treats dogs keep large rubbermaid container top fridge the dogs go nuts every time i reach box i think enjoy variety i give treat still look like else gonna give us sometimes i swear like mom i like kind i want onei mix kinds mainly dental treats together box rawhide sticks colors flavors green ones greenies dingos cet also use rawhide bones these treats help scrape plaque teeth chewing tarter form given meals day my dogs get soft food treats unless training saving soft treats training makes want hard food better teeth digestioni miniature pinscher 2 pomeranians prone tooth loss taking care teeth important my oldest pomeranian 6 years old first professional cleaning mainly hard get back teeth mouth tinythey love see bag treats come cupboard soft stuff small one bite treats receptive training sessions go much fasteri would recommend treats part variety mix dog doesn get bored use different shapes get different angles teethif review helped considering item please click yes review helpful let know thanks,i buy different types treats dogs keep large rubbermaid container top fridge the dogs go nuts every time i reach box i think enjoy variety i give treat still look like else gonna give us sometimes i swear like mom i like kind i want onei mix kinds mainly dental treats together box rawhide sticks colors flavors green ones greenies dingos cet also use rawhide bones these treats help scrape plaque teeth chewing tarter form given meals day my dogs get soft food treats unless training saving soft treats training makes want hard food better teeth digestioni miniature pinscher 2 pomeranians prone tooth loss taking care teeth important my oldest pomeranian 6 years old first professional cleaning mainly hard get back teeth mouth tinythey love see bag treats come cupboard soft stuff small one bite treats receptive training sessions go much fasteri would recommend treats part variety mix dog doesn get bored use different shapes get different angles teeth thanks
A2GJ8E2JIJW08E,A2GJ8E2JIJW08E,not quite everlasting bluetick coonhound majestic tree hound loved the treats last couple days far longer treats house 2 hounds 100 pounds i buying,not quite everlasting bluetick coonhound majestic tree hound loved the treats last couple days far longer treats house 2 hounds 100 pounds i buying
A2Z7T96L8XQKOG,A2Z7T96L8XQKOG,i bought 2pack chicken flavored everlasting treats see huskygshepherd puppy would like she ate first one one sitting that wasn everlasting nearly 4ea expensive treat the 2nd one took 2 3 days eat i decided i would buy occasional treat my next puchase included treat ball couple flavors liver vanilla mint the ball definitely helped lot slowing consumption time treat enjoys playing two paws,i bought 2pack chicken flavored everlasting treats see huskygshepherd puppy would like she ate first one one sitting that wasn everlasting nearly 4ea expensive treat the 2nd one took 2 3 days eat i decided i would buy occasional treat my next puchase included treat ball couple flavors liver vanilla mint ive got chicken liver treat ball enjoys it takes effort enjoy works week nothing left treat disc left ball the ball definitely helped lot slowing consumption time treat enjoys playing the vanilla mint fave thoughtwo paws
A3L61G6N7AT8N2,AI0NMYA3LKXW1,unfortunately product keep skunks bay promised i sprayed body went hiking forest skunks still squirted noxious fumes i stinking bad i jump river get sinuses work i know i got bad stuff doesn keep skunks awayeither way skunk off really stinks,unfortunately product keep skunks bay promised i sprayed body went hiking forest skunks still squirted noxious fumes i stinking bad i jump river get sinuses work i know i got bad stuff doesn keep skunks awayeither way skunk off really stinks
A3RG1RPFU57ALC,A3RG1RPFU57ALC,my cat loves mice when i opening pack give one eyes lit knew gift knocks around house gets crazy sometimes i wonder thinks alive if i need i would definately order seller,my cat loves mice when i opening pack give one eyes lit knew gift knocks around house gets crazy if i need i would definately order seller
A3RG1RPFU57ALC,A3RG1RPFU57ALC,my cat loves mice when i opening pack give one eyes lit knew gift knocks around house gets crazy sometimes i wonder thinks alive if i need i would definately order seller,my cat loves mice when i opening pack give one eyes lit knew gift knocks around house gets crazy sometimes i think might think real if i need i would definately order seller
A24X4X8PP0YB76,A24X4X8PP0YB76,we recently adopted cavapoo dog rescue facility quickly realized severe allergy hair loss problem she would repeatedly scratch itch point would stop painblood would surface site after going several vets allergy testing done went hypoallergenic dog food bought ultra paws rugged dog boot also listed amazon started giving medicated weekly baths daily zyrtec per vet recommendation the boots prevented scratching nails yes trimmed the overall appearance seameal looks like ground pepper afar algaesea weed smell dogs consume without problem mixed food topped salmon oil today star cavapoo completely different looking probably feeling dog although i say absolute certainty gold seal helped i would hesitate recommend product animal owner hair loss allergy problems i hope recommendation helps another exasperated animal owner much like us two months ago,we recently adopted cavapoo dog rescue facility quickly realized severe allergy hair loss problem she would repeatedly scratch itch point would stop painblood would surface site after going several vets allergy testing done went hypoallergenic dog food bought ultra paws rugged dog boot also listed amazon started giving medicated weekly baths daily zyrtec per vet recommendation the boots prevented scratching nails yes trimmed the overall appearance seameal looks like ground pepper afar algaesea weed smell dogs consume without problem mixed food topped salmon oil today star cavapoo completely different looking probably feeling dog although i say absolute certainty gold seal helped i would hesitate recommend product animal owner hair loss allergy problems i hope recommendation helps another exasperated animal owner much like us two months agoif problems pet foul smelling flatus check gold seal dzyne i wrote review one
A2QXKX3GST6BBJ,A2QXKX3GST6BBJ,i only use epi soothe products westie i mostly use shampoo conditioner resicort leave conditioner sometimes spray humilac spray westies high maintenance dogs recommend virbac products highly i bathe epi soothe shampoo twice week i put epi soothe cream rinse leave like i rinse i towel dry put pretty thick layer resicort especially around feet vulva also discolored licking putting resicort areas reduced chewing least 50 70 feet almost completely white like,i only use epi soothe products westie i mostly use shampoo conditioner resicort leave conditioner sometimes spray humilac spray westies high maintenance dogs recommend virbac products highly i bathe epi soothe shampoo twice week i put epi soothe cream rinse leave like i rinse i towel dry put pretty thick layer resicort especially around feet vulva also discolored licking putting resicort areas reduced chewing least 50 70 feet almost completely white like i buy resicort long i westie high maintenance dogs recommend breed people willing daily maintenance
A3CJSOY205AI56,A3CJSOY205AI56,we water bottles almost birds we big ones 32 oz tuff tips specifically macaws they stood especially destructive green wing macaw these make possible go town weekend without worry they also prevent birds making soup invites bacteria bugsthe mounting hardware bottles awesome birds remove hardware dangerous springmounted hardware these clean great run dishwasherwe extra water bottles tips run one set dishwasher set usedyou always make sure water bottle working properly time replace bird cage,we 16 oz water bottles almost birds we big ones 32 oz tuff tips specifically macaws they stood especially destructive green wing macaw these make possible go town weekend without worry they also prevent birds making soup invites bacteria bugsthe mounting hardware bottles awesome birds remove hardware dangerous springmounted hardware these clean great run dishwasherwe extra water bottles tips run one set dishwasher set usedyou always make sure water bottle working properly time replace bird cage
A3CW0ZLUO5X2B1,A3CW0ZLUO5X2B1,our dog weimaraner like breed goes world thin coat one dog quirks recurring case dermatitis comes goes randomly belly this angry red rash develop clear space hoursour vet stumped absence prohibitively expensive allergy testing recommended common counter medication shampoowe bathe based grimy greasy coincides one breakouts provides topical temporary relief the scent mild nonmedicinal fur ends smooth shinygood aesthetics helps agitated skin like,our dog weimaraner like breed goes world thin coat one dog many quirks recurring case dermatitis comes goes randomly belly this angry red rash develop clear space hoursour vet stumped absence prohibitively expensive allergy testing recommended common counter medication along shampoohis bathing schedule based mostly grimy greasy when bath time coincides one breakouts provides topical temporary relief the scent mild nonmedicinal fur ends smooth shinygood aesthetics helps agitated skin like
A2S380C74TYY1,A2S380C74TYY1,im sure many good reviews it complete waste money i returned along spray,im sure many good reviews it complete waste money i returned along shampoo
A2S380C74TYY1,A2S380C74TYY1,im sure many good reviews it complete waste money i returned along spray,im sure many good reviews it complete waste money i returned along spray shampoo
A2S380C74TYY1,A2S380C74TYY1,im sure many good reviews it complete waste money i returned along shampoo,im sure many good reviews it complete waste money i returned along spray shampoo
A1XTVN0TGNHW92,A1XTVN0TGNHW92,i done quite bit reading came across chatter horsepet product causing wonderful results humans this conditioner marketed regrowthrebuilderrepairer animals coats skin hoofs paws the claims human hair regrowththickening interested there quite comparisons similar product ovation cell therapy purported expensive w similar ingredients i tried ovation i bothered ingredient comparison i tell ovation manufacturer dh labs parent company eqyss company makes megateki ordered amazon twice got small 2 oz size first try loved much went back ordered 16 fl oz full sizeinstructions apply conditioner leave 5 min rinse i used daily basis month i love its white consistency little thicker ordinary daily conditioner thick deep conditioner it light almost tropical scenti started using conditioner great since one regrow hair ends due expense i using scalp past weeks letting rinsing action coat rest hair like normal conditioneri see less hair coming i rinse hair less hairbrush styling i speak regrowth i lot hair very fine i tell regrowth i say certainly make fine colortreated layered bobbed hair lookfeel thicker fuller like effect i style spray hairspray lasts dayfrom bottle revolutionary formula technological breakthrough stimulates hair w use silicone synthetic polymers oils petroleum based products this advanced formula corrects structure weakened dry damaged coats returning elasticity restoring strength reduces hair breakage repairs split ends damaged hair removes damaging toxins medications chemical residues soothes hot spots safe dry noses i also read somewhere also good dry cracked cuticles it also cruelty free environmentally friendlythis stuff great even though 2x price regular ds conditioner sooo worth taken place daily conditioner 12xweek deep conditioner i no issue build color stripping my fine hair appears much thicker body i very happy camper,i done quite bit reading came across chatter horsepet product causing wonderful results humans this conditioner marketed regrowthrebuilderrepairer animals coats skin hoofs paws the claims human hair regrowththickening interested there quite comparisons similar product ovation cell therapy purported expensive w similar ingredients i tried ovation i bothered ingredient comparison i tell ovation manufacturer dh labs parent company eqyss company makes megateki ordered amazon twice got small 2 oz size first try loved much went back ordered 16 fl oz full sizeinstructions apply conditioner leave 5 min rinse i used daily basis month i love its white consistency little thicker ordinary daily conditioner thick deep conditioner it light almost tropical scenti started using conditioner great since one regrow hair ends due expense i using scalp past weeks letting rinsing action coat rest hair like normal conditioneri see less hair coming i rinse hair less hairbrush styling i speak regrowth i lot hair very fine i tell regrowth i say certainly make fine colortreated layered bobbed hair lookfeel thicker fuller like effect i style spray hairspray lasts dayfrom bottle revolutionary formula technological breakthrough stimulates hair w use silicone synthetic polymers oils petroleum based products this advanced formula corrects structure weakened dry damaged coats returning elasticity restoring strength reduces hair breakage repairs split ends damaged hair removes damaging toxins medications chemical residues soothes hot spots safe dry noses i also read somewhere also good dry cracked cuticles it also cruelty free environmentally friendlythis stuff great even though 2x price regular ds conditioner sooo worth taken place daily conditioner 12xweek deep conditioner i no issue build color stripping my fine hair appears much thicker body i very happy camper
